player_id,madden_id,season,overallrating,position_group,agility,acceleration,speed,stamina,strength,toughness,injury,awareness,jumping,trucking,throwpower,throwaccuracyshort,throwaccuracymid,throwaccuracydeep,playaction,throwonrun,carrying,ballcarriervision,stiffarm,spinmove,jukemove,catching,shortrouterunning,midrouterunning,deeprouterunning,spectacularcatch,catchintraffic,release,runblocking,passblocking,impactblocking,mancoverage,zonecoverage,tackle,hitpower,press,pursuit,kickaccuracy,kickpower,return
00-0027121,TOMBRANDSTATER_QUARTERBACK,2009,60,quarterback,,65.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023662,MATTCASSEL_QUARTERBACK,2009,83,quarterback,,66.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025604,TYLERTHIGPEN_QUARTERBACK,2009,66,quarterback,,77.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024300,BRODIECROYLE_QUARTERBACK,2009,56,quarterback,,66.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0020480,SAGEROSENFELS_QUARTERBACK,2009,69,quarterback,,63.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024279,TARVARISJACKSON_QUARTERBACK,2009,67,quarterback,,84.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026277,JOHNDAVIDBOOTY_QUARTERBACK,2009,48,quarterback,,59.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024226,JAYCUTLER_QUARTERBACK,2009,87,quarterback,,74.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025970,CALEBHANIE_QUARTERBACK,2009,45,quarterback,,66.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023459,AARONRODGERS_QUARTERBACK,2009,86,quarterback,,69.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026349,MATTFLYNN_QUARTERBACK,2009,54,quarterback,,78.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026196,BRIANBROHM_QUARTERBACK,2009,50,quarterback,,64.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026498,MATTHEWSTAFFORD_QUARTERBACK,2009,79,quarterback,,68.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0003739,DAUNTECULPEPPER_QUARTERBACK,2009,72,quarterback,,75.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025430,DREWSTANTON_QUARTERBACK,2009,47,quarterback,,76.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022803,ELIMANNING_QUARTERBACK,2009,87,quarterback,,64.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026916,RHETTBOMAR_QUARTERBACK,2009,62,quarterback,,70.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0020608,DAVIDCARR_QUARTERBACK,2009,60,quarterback,,72.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0011022,DONOVANMCNABB_QUARTERBACK,2009,90,quarterback,,75.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025423,KEVINKOLB_QUARTERBACK,2009,68,quarterback,,74.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0020305,AJFEELEY_QUARTERBACK,2009,51,quarterback,,56.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0021678,TONYROMO_QUARTERBACK,2009,87,quarterback,,80.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0009311,JONKITNA_QUARTERBACK,2009,68,quarterback,,60.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027071,STEPHENMCGEE_QUARTERBACK,2009,59,quarterback,,77.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023460,JASONCAMPBELL_QUARTERBACK,2009,77,quarterback,,69.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0003315,TODDCOLLINS_QUARTERBACK,2009,64,quarterback,,50.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026326,COLTBRENNAN_QUARTERBACK,2009,49,quarterback,,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0004161,JAKEDELHOMME_QUARTERBACK,2009,80,quarterback,,63.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0021206,JOSHMCCOWN_QUARTERBACK,2009,59,quarterback,,79.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025708,MATTMOORE_QUARTERBACK,2009,55,quarterback,,69.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026143,MATTRYAN_QUARTERBACK,2009,85,quarterback,,62.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0019709,CHRISREDMAN_QUARTERBACK,2009,55,quarterback,,58.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024437,DJSHOCKLEY_QUARTERBACK,2009,42,quarterback,,86.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0020531,DREWBREES_QUARTERBACK,2009,96,quarterback,,65.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0021141,JOEYHARRINGTON_QUARTERBACK,2009,63,quarterback,,62.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0002110,MARKBRUNELL_QUARTERBACK,2009,62,quarterback,,56.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022177,BYRONLEFTWICH_QUARTERBACK,2009,74,quarterback,,52.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026993,JOSHFREEMAN_QUARTERBACK,2009,73,quarterback,,80.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022864,LUKEMCCOWN_QUARTERBACK,2009,70,quarterback,,77.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0017200,KURTWARNER_QUARTERBACK,2009,94,quarterback,,48.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024225,MATTLEINART_QUARTERBACK,2009,68,quarterback,,65.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022101,BRIANSTPIERRE_QUARTERBACK,2009,51,quarterback,,54.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0007091,MATTHASSELBECK_QUARTERBACK,2009,84,quarterback,,62.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022055,SENECAWALLACE_QUARTERBACK,2009,69,quarterback,,85.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025538,JEFFROWE_QUARTERBACK,2009,48,quarterback,,68.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0020679,SHAUNHILL_QUARTERBACK,2009,69,quarterback,,60.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023436,ALEXSMITH_QUARTERBACK,2009,67,quarterback,,74.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027118,NATEDAVIS_QUARTERBACK,2009,64,quarterback,,80.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0007835,DAMONHUARD_QUARTERBACK,2009,58,quarterback,,59.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0019599,MARCBULGER_QUARTERBACK,2009,78,quarterback,,54.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022164,KYLEBOLLER_QUARTERBACK,2009,51,quarterback,,68.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023158,BROCKBERLIN_QUARTERBACK,2009,50,quarterback,,58.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
