player_id,madden_id,season,overallrating,position_group,agility,acceleration,speed,stamina,strength,toughness,injury,awareness,jumping,trucking,throwpower,throwaccuracyshort,throwaccuracymid,throwaccuracydeep,playaction,throwonrun,carrying,ballcarriervision,stiffarm,spinmove,jukemove,catching,shortrouterunning,midrouterunning,deeprouterunning,spectacularcatch,catchintraffic,release,runblocking,passblocking,impactblocking,mancoverage,zonecoverage,tackle,hitpower,press,pursuit,kickaccuracy,kickpower,return
00-0025430,DREWSTANTON_QUARTERBACK,2008,77,quarterback,72,76,66,92.0,65,80.0,82.0,61,67.0,55.0,90,85,85,85,,,65,70.0,38.0,64.0,69.0,35,10.0,,10.0,10.0,10.0,10.0,19.0,26.0,19.0,10.0,10.0,28.0,10.0,10.0,20.0,20.0,25.0,10.0
00-0023578,DANORLOVSKY_QUARTERBACK,2008,73,quarterback,54,58,55,90.0,58,84.0,91.0,65,54.0,50.0,86,84,84,84,,,50,33.0,18.0,25.0,24.0,23,15.0,,15.0,15.0,15.0,15.0,11.0,14.0,11.0,21.0,27.0,18.0,10.0,10.0,22.0,12.0,12.0,10.0
00-0021678,TONYROMO_QUARTERBACK,2008,94,quarterback,82,82,78,90.0,59,90.0,93.0,80,55.0,45.0,90,96,96,96,,,65,75.0,40.0,60.0,78.0,15,17.0,,17.0,25.0,15.0,20.0,10.0,10.0,10.0,17.0,19.0,16.0,10.0,10.0,25.0,10.0,20.0,10.0
00-0008442,BRADJOHNSON_QUARTERBACK,2008,78,quarterback,44,47,46,85.0,52,70.0,75.0,84,44.0,44.0,84,87,87,87,,,45,15.0,10.0,20.0,20.0,15,15.0,,15.0,15.0,15.0,15.0,24.0,19.0,24.0,20.0,12.0,28.0,10.0,10.0,10.0,16.0,16.0,10.0
00-0022803,ELIMANNING_QUARTERBACK,2008,93,quarterback,57,64,61,95.0,56,91.0,95.0,88,47.0,55.0,93,94,94,94,,,55,48.0,34.0,48.0,53.0,25,15.0,,15.0,15.0,15.0,15.0,18.0,12.0,18.0,29.0,21.0,19.0,10.0,10.0,11.0,18.0,15.0,10.0
00-0020608,DAVIDCARR_QUARTERBACK,2008,76,quarterback,69,72,68,90.0,63,90.0,90.0,60,49.0,66.0,89,84,84,84,,,55,70.0,45.0,60.0,68.0,13,15.0,,15.0,15.0,15.0,15.0,12.0,15.0,12.0,23.0,15.0,18.0,10.0,10.0,21.0,21.0,22.0,10.0
00-0026338,ANDREWOODSON_QUARTERBACK,2008,71,quarterback,69,66,66,95.0,62,85.0,94.0,50,70.0,55.0,93,80,80,80,,,65,50.0,35.0,45.0,60.0,35,10.0,,10.0,10.0,10.0,10.0,20.0,15.0,30.0,15.0,20.0,30.0,10.0,10.0,20.0,25.0,25.0,10.0
00-0011022,DONOVANMCNABB_QUARTERBACK,2008,92,quarterback,78,75,77,95.0,68,96.0,82.0,83,76.0,72.0,95,85,85,85,,,70,85.0,75.0,85.0,84.0,48,15.0,,15.0,15.0,15.0,15.0,36.0,27.0,36.0,21.0,24.0,35.0,10.0,10.0,24.0,23.0,23.0,10.0
00-0025423,KEVINKOLB_QUARTERBACK,2008,78,quarterback,72,72,66,90.0,60,83.0,92.0,60,65.0,55.0,90,87,87,87,,,70,66.0,35.0,55.0,65.0,30,10.0,,10.0,10.0,10.0,10.0,19.0,25.0,19.0,12.0,15.0,30.0,10.0,10.0,25.0,20.0,25.0,10.0
00-0020305,AJFEELEY_QUARTERBACK,2008,76,quarterback,64,56,54,89.0,59,82.0,86.0,70,43.0,40.0,87,85,85,85,,,65,33.0,10.0,20.0,40.0,24,10.0,,10.0,10.0,10.0,10.0,29.0,19.0,29.0,13.0,22.0,23.0,10.0,10.0,14.0,22.0,25.0,10.0
00-0023460,JASONCAMPBELL_QUARTERBACK,2008,86,quarterback,68,67,69,90.0,58,90.0,92.0,77,67.0,62.0,93,85,85,85,,,60,60.0,56.0,60.0,63.0,37,20.0,,20.0,25.0,15.0,20.0,11.0,11.0,11.0,14.0,17.0,27.0,10.0,10.0,23.0,21.0,26.0,10.0
00-0003315,TODDCOLLINS_QUARTERBACK,2008,85,quarterback,51,50,52,85.0,54,70.0,80.0,86,43.0,45.0,86,92,92,92,,,45,22.0,10.0,20.0,30.0,25,15.0,,15.0,15.0,15.0,15.0,35.0,23.0,35.0,13.0,19.0,34.0,10.0,10.0,28.0,19.0,14.0,10.0
00-0026326,COLTBRENNAN_QUARTERBACK,2008,73,quarterback,63,62,66,92.0,46,80.0,87.0,55,50.0,40.0,87,86,86,86,,,60,35.0,30.0,35.0,45.0,30,10.0,,10.0,10.0,10.0,10.0,20.0,15.0,30.0,15.0,20.0,30.0,10.0,10.0,20.0,25.0,25.0,10.0
00-0005755,JEFFGARCIA_QUARTERBACK,2008,90,quarterback,76,72,74,95.0,46,95.0,80.0,88,49.0,44.0,87,88,88,88,,,65,78.0,13.0,70.0,68.0,40,15.0,,15.0,15.0,15.0,15.0,27.0,18.0,27.0,28.0,22.0,27.0,10.0,10.0,17.0,36.0,15.0,10.0
00-0006423,BRIANGRIESE_QUARTERBACK,2008,77,quarterback,54,52,53,90.0,54,80.0,65.0,73,50.0,47.0,87,86,86,86,,,55,30.0,11.0,35.0,40.0,37,10.0,,10.0,10.0,10.0,10.0,35.0,36.0,35.0,22.0,17.0,19.0,10.0,10.0,14.0,36.0,21.0,10.0
00-0022864,LUKEMCCOWN_QUARTERBACK,2008,77,quarterback,70,77,78,92.0,56,84.0,88.0,66,52.0,60.0,87,80,80,80,,,70,48.0,10.0,49.0,52.0,23,10.0,,10.0,10.0,10.0,10.0,11.0,14.0,11.0,13.0,26.0,18.0,10.0,10.0,21.0,12.0,12.0,10.0
00-0026300,JOSHJOHNSON_QUARTERBACK,2008,72,quarterback,85,84,88,94.0,55,70.0,92.0,42,75.0,50.0,87,83,83,83,,,75,88.0,30.0,74.0,88.0,35,10.0,,10.0,10.0,10.0,10.0,20.0,15.0,30.0,15.0,20.0,30.0,10.0,10.0,20.0,25.0,25.0,10.0
00-0020531,DREWBREES_QUARTERBACK,2008,94,quarterback,66,66,65,95.0,55,85.0,93.0,88,52.0,52.0,90,96,96,96,,,55,51.0,25.0,35.0,58.0,38,15.0,,15.0,15.0,15.0,15.0,26.0,25.0,26.0,17.0,21.0,26.0,10.0,10.0,17.0,35.0,21.0,10.0
00-0002110,MARKBRUNELL_QUARTERBACK,2008,77,quarterback,60,56,60,90.0,46,60.0,55.0,76,54.0,48.0,85,82,82,82,,,55,67.0,12.0,55.0,62.0,19,15.0,,15.0,15.0,15.0,15.0,16.0,15.0,16.0,13.0,13.0,16.0,10.0,10.0,22.0,36.0,31.0,10.0
00-0004161,JAKEDELHOMME_QUARTERBACK,2008,85,quarterback,64,63,63,92.0,52,68.0,80.0,82,51.0,54.0,88,88,88,88,,,56,55.0,30.0,45.0,62.0,33,15.0,,15.0,15.0,15.0,15.0,18.0,23.0,18.0,25.0,30.0,25.0,10.0,10.0,28.0,36.0,23.0,10.0
00-0025708,MATTMOORE_QUARTERBACK,2008,79,quarterback,70,69,69,90.0,51,70.0,90.0,69,60.0,48.0,88,83,83,83,,,60,60.0,30.0,48.0,64.0,35,10.0,,10.0,10.0,10.0,10.0,15.0,20.0,20.0,15.0,20.0,25.0,10.0,10.0,25.0,25.0,25.0,10.0
00-0026143,MATTRYAN_QUARTERBACK,2008,83,quarterback,64,62,63,92.0,62,78.0,90.0,72,55.0,55.0,93,87,87,87,,,55,30.0,45.0,30.0,45.0,30,10.0,,10.0,10.0,10.0,10.0,20.0,15.0,30.0,15.0,20.0,30.0,10.0,10.0,20.0,25.0,25.0,10.0
00-0019709,CHRISREDMAN_QUARTERBACK,2008,82,quarterback,49,58,56,85.0,53,75.0,86.0,78,48.0,10.0,87,90,90,90,,,45,10.0,10.0,10.0,10.0,24,10.0,,10.0,10.0,10.0,10.0,33.0,34.0,10.0,28.0,24.0,10.0,10.0,10.0,10.0,32.0,32.0,10.0
00-0021141,JOEYHARRINGTON_QUARTERBACK,2008,79,quarterback,63,60,62,90.0,56,87.0,90.0,72,48.0,55.0,88,84,84,84,,,50,40.0,22.0,43.0,55.0,12,15.0,,15.0,15.0,15.0,15.0,10.0,11.0,10.0,26.0,15.0,13.0,10.0,10.0,17.0,17.0,14.0,10.0
00-0007091,MATTHASSELBECK_QUARTERBACK,2008,91,quarterback,64,62,66,92.0,54,88.0,94.0,88,58.0,58.0,88,93,93,93,,,56,65.0,35.0,56.0,57.0,27,15.0,,15.0,15.0,15.0,15.0,36.0,32.0,36.0,18.0,19.0,20.0,10.0,10.0,11.0,19.0,29.0,10.0
00-0022055,SENECAWALLACE_QUARTERBACK,2008,82,quarterback,87,85,85,90.0,52,77.0,84.0,72,67.0,65.0,84,82,82,82,,,75,80.0,44.0,61.0,84.0,75,40.0,,40.0,45.0,40.0,25.0,15.0,10.0,15.0,29.0,14.0,16.0,10.0,10.0,23.0,19.0,10.0,10.0
00-0023502,CHARLIEFRYE_QUARTERBACK,2008,80,quarterback,72,71,72,90.0,55,88.0,93.0,70,54.0,65.0,85,86,86,86,,,68,67.0,22.0,64.0,64.0,25,10.0,,10.0,10.0,10.0,10.0,12.0,15.0,12.0,23.0,18.0,24.0,10.0,10.0,21.0,20.0,22.0,10.0
00-0017200,KURTWARNER_QUARTERBACK,2008,85,quarterback,44,44,46,90.0,54,60.0,60.0,88,40.0,38.0,88,92,92,92,,,30,20.0,10.0,15.0,25.0,21,10.0,,10.0,10.0,10.0,10.0,11.0,10.0,11.0,25.0,26.0,10.0,10.0,10.0,10.0,26.0,23.0,10.0
00-0024225,MATTLEINART_QUARTERBACK,2008,85,quarterback,65,65,60,92.0,61,85.0,87.0,78,65.0,64.0,87,92,92,92,,,65,55.0,24.0,54.0,58.0,48,10.0,,10.0,10.0,10.0,10.0,30.0,25.0,30.0,14.0,11.0,34.0,10.0,10.0,31.0,15.0,11.0,10.0
00-0019599,MARCBULGER_QUARTERBACK,2008,89,quarterback,54,54,55,90.0,48,65.0,75.0,86,48.0,47.0,90,94,94,94,,,55,42.0,15.0,25.0,45.0,23,15.0,,15.0,15.0,15.0,15.0,25.0,32.0,25.0,27.0,14.0,22.0,10.0,10.0,12.0,18.0,21.0,10.0
00-0006355,TRENTGREEN_QUARTERBACK,2008,81,quarterback,46,50,48,90.0,52,40.0,50.0,83,50.0,54.0,86,90,90,90,,,45,35.0,20.0,30.0,47.0,26,15.0,,15.0,15.0,15.0,15.0,37.0,31.0,37.0,26.0,23.0,12.0,10.0,10.0,17.0,24.0,30.0,10.0
00-0023436,ALEXSMITH_QUARTERBACK,2008,79,quarterback,73,72,72,94.0,55,92.0,88.0,67,64.0,60.0,89,83,83,83,,,65,72.0,28.0,67.0,70.0,30,15.0,,15.0,15.0,15.0,15.0,20.0,20.0,20.0,23.0,24.0,25.0,10.0,10.0,30.0,12.0,15.0,10.0
